index,question_flag,answer_flag,interjection_flag,speech_flag,petition_flag,quote_flag,motionnospeech_flag,chamber_flag,name,name.id,electorate,party,role,page.no,content,subdebateinfo,debateinfo,path,Speaker,Time
441,0,0,1,0,0,0,0,1,"REID, George","F4P","N/A","N/A","N/A",58,"- I am perfectly agreeable to adjourn for tea at this stage, if the honorable and learned member for Ballarat so desires.","N/A","GOVERNOR-GENERALS SPEECH: ADDRESS-IN-REPLY","/hansard/chamber.xscript/debate[5]/speech[2]/interjection[104]/talk.start/para","N/A","N/A"
442,0,0,0,1,0,0,0,1,"DEAKIN, Alfred","009MD","Ballaarat","N/A","N/A",58,"- Certain statements have been made in this House that should not be allowed to remain even on the pages of Hansard for five minutes without the strongest and most emphatic contradiction which it is in my power to give them. It is scarcely necessary to say that in times such as the present, when, as the Prime Minister has observed, the Ministerial majority hangs upon every member of it, the position of every one of us becomes of exceptional difficulty. On such occasions we all work under a heavier load of responsibility, and are exposed to more trials than ordinarily fall to the lot of the representatives of the people. Owing to the exigencies of the position which I occupied, I considered it my duty to take an active and prominent part in endeavouring to resolve the three parties in this House into two parties, with a view to the restoration of Constitutional Government, as I understand it, and have endeavoured from the first hour of this Parliament until now, as far as was honorably possible, to discharge the burden of obligation which rested upon me. I do not say that I have not made any mistakes; nor that I could not have acted more wisely ; but do claim to have acted on the best light I had, and without personal motive. When the Prime Minister and myself met during the tenure of office of the previous Government, I thought that we had found a means of solving the difficulty in which we found ourselves. We drew up proposals which I thought both parties might accept. They were temporary proposals. They were marked down as such from the very first, and stamped with a date as the probable date on which they were to terminate. We were creating a party to fill an interregnum - a definite interregnum ; although there was a possibility that before the period fixed had elapsed the majorities of the two parties might be blended into one - possibly with some losses on both sides, but still a majority sufficient to enable the public business to be transacted. In a new country so extensive as this, and still so subject to the operation of local and provincial influences, the task of bringing together a majority and keeping it for any lengthy period is most difficult. We do well, and have fulfilled the requirements of the situation, if we manage to keep together a majority for the term of one Parliament, and allow the Legislature to carry out its work with a proper sense of responsibility. Influenced by this motive and by no others, I proposed an arrangement mat, in spite of my recommendation, was rejected by the party to which I belong. It was distinctly laid aside by large majorities, not once only, but twice or thrice. From the outset the mainspring of majority rule was broken, and that which I had dreamt of and hoped for could not be realized. However, the Watson Government struggled on with a minority only on their own side, but with the assistance of those members of the Protectionist Party who sympathized with them. When the crisis arose, which determined the fate of that Government, I entered, as I have often said, into the consideration of the situation, without knowing that a crisis was about to arise, and before it was known that the Government would select the question then under discussion as one upon which they would stand or fall. They were perfectly within their rights in taking up that position, but I had not anticipated that they would do so. The present Government then came into office with a majority so small as scarcely to deserve the name. The Prime Minister assumed the responsibility of office with the full knowledge that he had a very slight majority, and without endeavouring to revive the previous proposal for party union, and from that day to this he has not endeavoured to call together the supporters of the Government.","N/A","GOVERNOR-GENERALS SPEECH: ADDRESS-IN-REPLY","/hansard/chamber.xscript/debate[5]/speech[3]/talk.start/para","N/A","N/A"
443,0,0,1,0,0,0,0,1,"REID, George","F4P","N/A","N/A","N/A",59,"- I could not do so, because I had no authority. I should have done it readily if I had been in a position to act.","N/A","GOVERNOR-GENERALS SPEECH: ADDRESS-IN-REPLY","/hansard/chamber.xscript/debate[5]/speech[3]/interjection[1]/talk.start/para","N/A","N/A"
444,0,0,0,1,0,0,0,1,"DEAKIN, Alfred","009MD","N/A","N/A","N/A",59,"- I am not censuring the right honorable gentleman, but am merely pointing out what has followed from the untoward position of affairs. The consequence was that, so far as the allegiance of honorable members who, like myself, had belonged to the previous Ministerial Party and who still belonged to the Protectionist Party, were concerned, the support given to the Government was, as the Prime Minister has recognised, free and spontaneous, without pressure or compulsion, and it was that, and that alone, that was depended upon. I am forced, much against my will, to touch upon a few personal matters, but will do so as lightly as possible. The Prime Minister commenced his speech by saying that he intended to address himself to this question without any personal bitterness. So far as his manner is concerned, he has, with one or two slight exceptions, kept to his resolution. His remarks, however, have bristled with epithets and implications which, in the hands of so practised a speaker, could scarcely have been unintentionally used, but which . have been used to drive home, by continual reiteration, the impression that I have been a traitor and a plotter, and have betrayed my old friends in the Ministry by withdrawing my support from them without giving them proper notice. The charges made bv the right honorable gentleman are gathered together in a leading article appearing in todays Argus, which contains more untruths than I have lately seen embraced in any one statement in the public press.","N/A","GOVERNOR-GENERALS SPEECH: ADDRESS-IN-REPLY","/hansard/chamber.xscript/debate[5]/speech[3]/continue[1]/talk.start/para","N/A","N/A"
445,0,0,1,0,0,0,0,1,"REID, George","F4P","N/A","N/A","N/A",60,"- Matters have been more than balanced in that regard by the statements which have been published regarding me in th%, Age.","N/A","GOVERNOR-GENERALS SPEECH: ADDRESS-IN-REPLY","/hansard/chamber.xscript/debate[5]/speech[3]/interjection[2]/talk.start/para","N/A","N/A"
446,0,0,0,1,0,0,0,1,"DEAKIN, Alfred","009MD","N/A","N/A","N/A",60,"- I propose to make no further reference, except incidentally, to these statements, but now feel compelled to allude to a few personal matters. It is very hard, to do so without committing a breach of confidence, because the communications to which I shall have occasion to refer were of a confidential character. I  shall, however, endeavour to accomplish my task without overstepping the proper bounds. I have no hesitation, and had none, even during the time the Prime Minister was speaking, in contradicting the statement that I had dragged the right honorable member for Balaclava into the Ministry. At another stage of his speech, the Prime Minister stated that I had implored the right honorable gentleman to join the Government, and he also stated that I had forced him into the Government, after having myself refused to accept office on the score of ill-health. None of those statements are true, either in relation to the right honorable member for Balaclava, or any other member of this, or any other Government that was ever formed. I never yet advised any man to join any Government - even a Government formed by myself. I laid before my four friends who did me the honour to consult me, what seemed to me to be the pros, and cons, of the case, and in each instance said that I saw no possible objection to their joining the Ministry, but that they must take upon themselves the burden of responsibility of a choice of that kind. In the case of my friend, the right honorable member for Balaclava, I went further. He has been my friend for fifteen or twenty years, and I knew from his own lips of the warnings that he had received from his medical advisers, and I said to him not once, but half-a-dozen times,,  On this choice no one dare advise you. The warning you ha.ve received is of so serious a nature that I cannot understand any man, be he your friend or not, venturing to urge you to join a Government under the circumstances. If you do join the Government you will make a splendid sacrifice, but no word of mine shall be uttered to induce you to go one step further than you feel justified in doing. I said that I could drive home this contradiction, and shall do so. When I first saw the Prime Minister, after the announcement that the right honorable member for Balaclava had joined the Government, I said,  However did you contrive to convince a man in such a state of health to assume the responsibilities of office? He then gave me what he thought was the particular reason which had induced the right honorable member for Balaclava to, at the last .moment, change his mind. I think that the Prime Minister will recall the fact of my having expressed surprise - for I was surprised. I had anticipated nothing but an absolute refusal, because I believed that the right honorable member for Balaclava had no choice other than to refuse. I had not seen him for two or three days previously, and no one was more surprised than I was at the announcement that he had accepted office. If it had not been for the implication made in this regard, I should not have alluded to these matters, which ought to be subjects of indifference, because, although it was not owing to my persuasion, or pressure, or force, that my old colleagues and members of my party joined the present Government, they did so with my full knowledge and consent, and I feel, as I have always felt, that I am absolutely as much under an obligation, so far as they are concerned, as if they had acted at my request. I chose, and, I think, rightly, not to assume the responsibility for men making a serious choice of that kind; but whilst I desire to clear myself from the implications directed against me, shirk no tittle of the responsibility attached to the position which I occupy, and which I shall, for a few moments, ask honorable members to consider. I was, at all events, the titular leader of a party, and was on friendly relations even with those honorable members who had severed themselves from it. Under these circumstances, I felt, and have done from the first, that an extra burden of responsibility rested upon me. I ask honorable members to do me the favour and the justice of placing themselves in the position which I occupied, having regard to the principles of constitutional government, and, above all things, to Cabinet loyalty and unity. How was I to act towards the present Government in such a way as not in the least to overstep the line which ought to keep a private member outside Cabinet discussions? How was I to abstain from the least attempt to impose any policy of mine upon the Government, or to force them to go in any direction they did not choose of their own free will, except by most jealously and zealously paying respect to their Ministerial duties and responsibilities, and independence of me? I have never used any influence, either as a friend or a politician, with any one of them with respect to matters either of legislation or administration. I have kept apart from my friends in the Ministry, and have refrained from talking politics with them, because I knew that, in view of my intimacy with them, it was impossible to enter into any discussion with them without at least appearing to influence them in their deliberations. From the day that the present Government was formed until the present time I have seen less of my friends in the Ministry, and have spoken less to them, than at any previous period. This has not been due to any personal choice of mine, but merely because I felt that, in view of the relations which had existed between us, it would be impossible to discuss politics wilh them without overstepping the line which separates Ministers from those who are not responsible for the administration of public affairs. That reason alone has kept me apart from them. My feelings with regard to them have not changed, and my estimate of them has not been in any way affected. I believe they are all that I have said they are, and I have spoken frankly with regard to them. I do not think that I have so far broken any confidences, but I am now again approaching delicate ground. I have had the privilege of meeting the Prime Minister several times. He knows that, upon each of those occasions, I saw him at his own suggestion, and that he was responsible for nearly all the matters which, we discussed. It has been asked,  How is it possible for a man giving a Government a frank and loyal support to stand apart from them, and to see them make what, in his opinion, is a mistake without warning them. Only one vitally serious matter happened during the recess upon which I felt bound to speak. I did speak at once in regard to that vitally serious matter, by sending a direct message to the head of the Government, who was not then in Melbourne, informing him that upon that question - even if it involved the fate of the Ministry - I must be considered as adhering to the principles which I had always expressed. The only other matter to which the Prime Minister has alluded, and upon which he thinks I ought to have spoken, has reference to the Arbitration Bill, and to the fact that it was not laid aside. Unfortunately, the right honorable gentleman lias not done me the favour of reading the full report of the remarks which I made at Ballarat. Indeed, I do not know from what report he quoted, but he has entirely misconstrued the nature of my reference to that matter. I have noticed - as adi must have done - that in addressing the leagues throughout the country in reference to anti-Socialism, the Prime Minister has, again and again, referred to industrial matters - to preference to unionists, and to a variety of other subjects which were dealt with in the Arbitration Act. Having that in mind, and desiring to draw a distinction at the time between the right honorable gentlemans views and my own, I explained that I had voted for granting preference to unionists, and for other provisions in that Act which he had opposed. But I stated that if the Prime Minister wished to conduct his crusade against Socialism, or State Socialism, having regard to his attacks upon those provisions which he had described as dangerous","N/A","GOVERNOR-GENERALS SPEECH: ADDRESS-IN-REPLY","/hansard/chamber.xscript/debate[5]/speech[3]/continue[2]/talk.start/para","N/A","N/A"
447,0,0,1,0,0,0,0,1,"REID, George","F4P","N/A","N/A","N/A",61,"- I said that they were the very opposite of Socialism.","N/A","GOVERNOR-GENERALS SPEECH: ADDRESS-IN-REPLY","/hansard/chamber.xscript/debate[5]/speech[3]/interjection[3]/talk.start/para","N/A","N/A"
448,0,0,0,1,0,0,0,1,"DEAKIN, Alfred","009MD","N/A","N/A","N/A",61,"- I state a plain fact which cannot be disputed - whatever a mans opinions may be - when I say that if the Prime Minister thought that these industrial questions were an important part of the socialistic policy which he desired to attack, he himself had been in charge of the Bill relating to them, and had parted with his opportunity of putting them before the country in the most concrete fashion. There is no disputing that.","N/A","GOVERNOR-GENERALS SPEECH: ADDRESS-IN-REPLY","/hansard/chamber.xscript/debate[5]/speech[3]/continue[3]/talk.start/para","N/A","N/A"
449,0,0,1,0,0,0,0,1,"REID, George","F4P","N/A","N/A","N/A",61,"- The only difference is that I did not regard the proposal to grant a preference to unionists as a socialistic proposal. I pointed out that it was not at all in harmony with the socialistic policy.","N/A","GOVERNOR-GENERALS SPEECH: ADDRESS-IN-REPLY","/hansard/chamber.xscript/debate[5]/speech[3]/interjection[4]/talk.start/para","N/A","N/A"
450,0,0,0,1,0,0,0,1,"DEAKIN, Alfred","009MD","N/A","N/A","N/A",61,"- I am not equipped at the present moment with the speeches which were delivered upon the subject by the Prime Minister last session, but, unless my memory is much worse than I credit it with being, at the beginning of this campaign, in particular, the right honorable gentleman impressed upon my mind that the anti-socialistic movement was to be very largely directed against these and other industrial proposals.","N/A","GOVERNOR-GENERALS SPEECH: ADDRESS-IN-REPLY","/hansard/chamber.xscript/debate[5]/speech[3]/continue[4]/talk.start/para","N/A","N/A"
