index,question_flag,answer_flag,interjection_flag,speech_flag,petition_flag,quote_flag,motionnospeech_flag,chamber_flag,name,name.id,electorate,party,role,page.no,content,subdebateinfo,debateinfo,path,Speaker,Time
1,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Mr. Speaker (Hon. G. J. Bell) took the chair at 11.30 a.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
2,0,0,0,1,0,0,0,1,"LYONS, Joseph Aloysius","F4O","Wilmot","UAP","Prime Minister",306,". -In view of the European crisis, I suggest to you, Mr. Speaker, that you leave the chair immediately and that the sitting be resumed at a later hour to he indicated in the usual- way by the Tinging of the bells, but not earlier than 2.15 p.m. to-day. I hope that at about that time it will be possible for me to make a statement in regard to the international situation.Mr.Brennan. - I rise to order. Is this a statement by leave?Mr. SPEAKER (Hon. G. J. Bell).Order ! The Prime Minister (Mr. Lyons) maymake at any time a statement in regard to the business of the House.","Czechoslovakia","INTERNATIONAL RELATIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/speech/talk.start/para","N/A","N/A"
3,0,0,0,1,0,0,0,1,"LYONS, Joseph Aloysius","F4O","N/A","N/A","N/A",306,"- When the sitting is resumed,. I intend to make a statement in regard to the international situation.Silting suspended from 11.32 a.m. to 11 p.m.","Czechoslovakia","INTERNATIONAL RELATIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/speech/continue[1]/talk.start/para","N/A","N/A"
4,0,0,0,1,0,0,0,1,"LYONS, Joseph Aloysius","F4O","N/A","N/A","N/A",306,"- by leave- The critical and menacing state of Europe is so fraught with the most tragic possibilities that reference to the preceding stages in the development of the dispute regarding the German minority in Czechoslovakia may now seem almost superfluous. It is essential, however, to review the course of events since May, 1938, in order that the existing facts may be placed in their true, setting and the reasons for the present crisis may be fully appreciated.On the25thMay, the attention of honorable members was drawn to the serious situation which had arisen in Czechoslovakia owing to the occurrence on the 20th May of a number of incidents which resulted in the deaths of two Sudeten Germans. These incidents were followed by rumours of German troop movements, by the calling up of certain Czechoslovak reservists, and by the suspension of negotiations which werethey in train for a solution of the German minority problem in Czechoslovakia.In view of the danger to European peace of a continuance of this state of affairs, joint representations on behalf of the British and French Governments were made to the Czechoslovak Government urging that every effort should be made to avoid further incidents and to arrive at a reasonable solution of the Sudeten question. The attention of the German Government was also called to the terms of the speech of the British Prime Minister, made in the House of Commons, on the 24th March, in which the opinion was expressed that, if war broke out as the result of German aggression, it would be quite impossible to say what government might not become involved.Honorable members are aware that the particular period of tension to which I have just referred passed without the occurrence of a breach of European peace,and that negotiations were reopened between the Sudeten party, led byHerr Henlein, and the Government of Czechoslovakia. These negotiations proceeded so slowly, and the gap between the claims of the Sudeten Germans and the concessions offered by the Czechoslovak Government remained so wide, however, that His Majestys Government . in the United Kingdom formed the opinion during the early part of July that further specific efforts must be made in order to facilitate a rapprochement between the leaders of the German minority and the representatives of the Czechoslovak Government. The British Government, therefore, gladly complied with the request of the Czechoslovak Government, subsequently acquiesced in by the Sudeten leaders, to send an unofficial mediator to Prague who would be able to investigate the Sudeten problem on the spot and use all his influence to bring negotiations to a successful cud. The appointment of LordRunciman did not, of course, involve any departure in principle from the Prime Ministers statement of the 24th March that the Government of the United Kingdom accepted no specific commitment in relation to Czechoslovakia. Neither the Government of the United Kingdom nor the Commonwealth Government is under any automatic international obligation . to protect Czechoslovakia from possible aggression, apart from the general obligation under the covenant of the League of Nations, in common with all other State Members.Although at first sight it might now appear that the Runciman mission to Czechoslovakia failed to achieve substantial results, I would remind honorable members that during some seven weeks the presence in Prague of this mission operated as a stabilizing factor of the first importance, and probably prevented the occurrence during that period of a definite breach in the negotiations between the Sudeten leaders and the representatives o£ the Czechoslovak Government. As the result of the persistent and courageous efforts of Lord Runciman and the members of his staff, the gap separating the negotiating parties was considerably reduced. Indeed, had it not been for the appearance of a number of new factors in the international situation which led once again to an increase of tension, the German minority problem in Czechoslovakia might yet have been solved with comparative speed and by peaceful means. Chief among these factors were a recrudescence of German press attacks upon the Czechoslovak Government and the commencement of German army manoeuvres on an unprecedented peace-time scale, leading to public declarations on behalf of the French and Russian Governments that if Czechoslovakia were the victim of aggression, France and Russia would honour their treaty obligations and come to her assistance. The position was such that it was realized that any untoward incident might precipitate a general conflagration.On the 27th August, Sir John Simon delivered at Lanark a speech on foreign affairs in which the policy announced in the House of Commons by the Prime Minister on the 24f.h March was reaffirmed. The Chancellor of the Exchequer pointed out that the adoption of violent measures to settle i international disputes might easily have repercussions which might in certain circumstances involve others besides the parties at first concerned. Once such a process had begun, no one could say where it would end. .The Commonwealth Government followed with close attention and in constant consultation with the British Government, the developments in the situation. It was believed that the annual rally of the Nazi party due to commence at Nuremberg on the 5th September, and at which Heir Hitler was expected to make a pronouncement pf policy concerning the German minority in Czechoslovakia, would be a further critical period. Accordingly, on the 1st September, the Commonwealth Government fully reviewed the various proposals which had from time to time been advanced as possible solutions of the Sudeten German problem. On the 2nd September, the United Kingdom Government was informed by cable that the Commonwealth Government strongly supported the policy set out in the speech of the British P.rime Minister delivered on the 24th March, and reaffirmed in Sir John Simons speech on the 27 th August at Lanark, with special reference to that portion of the speech in which attention was drawn to the impossibility of saying beforehand what government might not become involved if any act of aggression should be committed against Czechoslovakia. The United Kingdom Government was also informed that the Commonwealth Government urged that the Government of Czechoslovakia should not delay in making a public announcement of the most liberal concessions which it could offer, and that representations should be made to the Czechoslovak Government with a view to securing an immediate public statement of such concessions.On the 5th September, the Czechoslovak Government made a public offer of concessions to the Sudeten Germans which appeared to provide a basis for hopeful negotiations. Two days after the publication of these concessions the Sudeten leaders announced their willingness to conduct negotiations on the basis of the new proposals.Events since that date have moved swiftly. First, incidents occurred at Maehrisch-Ostrau, which led the Sudeten Germans to break off negotiations with the Czechoslovak Government until satisfaction had been received. The Czechoslovak Government wisely announced that the incidents would be strictly investigated, and that persons found guilty of offences against Sudeten Germans would be punished.Secondly, Herr Hitler delivered his final speech at Nuremberg on the 12th September. It is unnecessary to repeat the details of the speech, since reasonably full reports have been published in the press. . Honorable members are aware that Herr Hitler, though he uttered no direct threat to use force for the purpose of obtaining for the Sudeten Germans what he regarded as a just solution of their difficulties, made it clear .that in his opinion the Sudeten Germans were oppressed, and warned representatives of democratic countries that if the German minority in Czechoslovakia failed to obtain its rights, it would demand them from Germany. He added that Germans would not be worthy of the name if they were not ready to take all the consequences.After the delivery of Herr Hitlers speech, widespread demonstrations, during which a number of deaths occurred, took place in Sudeten districts. The Czechoslovak Government found it necessary to proclaim martial law in the affected areas. A demand was subsequently made by the Sudeten Germans for the withdrawal of all such emergency measures. Herr Henlein released from their task the Sudeten delegation which had conducted negotiations with the Czechoslovak Government, claiming that conditions for a continuation of the negotiations in the spirit of instructions hitherto given no longer existed.With insurrection in Czechoslovakia on n large scale an hourly possibility, and the growing likelihood that Herr Hitler might send German troops to assist the Sudeten Germans, the immediate adoption and execution of a plan of action became necessary. While the Commonwealth Government was engaged in anxi- ons consideration of the various courses which had been suggested, it received a message stating that the British Prime Minister (Mi\ Chamberlain) had proposed to Herr Hitler that he should fly to Germany to interview him personally with a view to finding, if humanly possible, some peaceful way out of the grave situ- ation which had arisen. This proposal the Commonwealth Government strongly endorsed.Honorable members are aware of- the relief felt throughout the world on the publication of the news of Mr. Chamberlains impending visit to Germany, and of the unanimous expression of approval of this course of action by men and women of different race, nationality and political creed. Although serious disturbances still continued in Czechoslovakia, world interest immediately centred upon the meeting at Berchtesgaden of the British Prime Minister and the German Chancellor. The discussion which took place was friendly and frank, and it was agreed that a second .meeting should take place after the lapse of a few day3. When Mr. Chamberlain returned shortly afterwards to England to inform his colleagues of what had taken place during the interview, two things of outstanding importance had been achieved. First, a short breathing-space had been secured in which negotiations for a peaceful settlement could still be pursued. Secondly, the possibility that a course of action might have been embarked upon without the representatives of Germany or England clearly understanding each others point of view had been avoided.Immediately after Mr. Chamberlains return from Germany, the French Government was invited to send representatives to London to consult as to the possible means of arriving at a solution of the German minority problem in Czechoslovakia which might prove acceptable to the Sudeten Germans, the Czechoslovak Government and Herr Hitler. The President of the Council M. Daladier and the Foreign Minister M. Bonnet went to .London on the 18th September, and discussions between British and French Ministers took place during the whole of that day.The British and French Governments felt that in all the circumstances it was incumbent upon, them to urge upon the Czech Government a policy of compromise and on the 19th September, the proposals of the British and French Governments were communicated to the Czech Government. These are now known as the Anglo-French plan, and are contained in Document A in the file which I now lay on the table of the House. Its main points are as follows :- The further maintenance within the boundaries of the Czech State of districts mainly inhabited by Sudeten Germans could not continue without imperilling the interests of Czechoslovakia itself and European peace. In consequence both Governments were of the opinion that Czechoslovakias vital interests demanded that these areas should be transferred to the German Reich. The areas for transfer would probably have to include those with over 50 per cent, of German inhabitants. The frontier adjustment should be made by an International Commission which would also be charged with the question of a possible exchange of populations. The British and French Governments realized that if the Czech Government were prepared to concur in the measures proposed, which would involve it in considerable sacrifices, it would be entitled to ask for an assurance of future security. The British Government would accordingly be prepared, as a contribution to the pacification of Europe, to join in an international guarantee of the new boundaries of the Czech State against unprovoked aggression.On the 21st September the Czech Government intimated that it accepted the British and French proposals on the supposition that the two governments would do everything in their power to safeguard the vital interests of peace.On the same day Lord. Runciman made to the British Prime Minister a report in writing, which is Document B in the file.Mr. Chamberlain once more visited Germany on the 21st September to submit to Herr Hitler the Anglo-French plan which it was hoped would prove acceptable, providing as it did for concessions at least as great as any which had ever been demanded by the Sudeten Germans themselves. On the following day Mr. Chamberlain had a lengthy conversation with Herr Hitler at Godesberg. The main point of difference was that HenHitler regarded the Anglo-French plan as unacceptable on the ground that its operation would be too slow. He insisted that German troops should occupy the Sudeten land up to a line to bc agreed upon. This would, in effect, involve the occupation of areas with over 50 per cent, of German inhabitants. He agreed that when this occupation had taken place the final line of demarcation should be settled by an international commission. At this stage, therefore, Herr Hitlers attitude was that he insisted upon an immediate German occupation of the main Sudeten areas.On the 23rd, September, Mr. Chamberlain addressed a letter to Herr Hitler in order to clarify the situation, and to accelerate future conversations. That letter is Document C in the file. In it he said that the main difficulty he saw about the proposal put to him the day before was that the areas should, in the immediate future, be occupied by German troops. He did not think that public opinion in Great Britain, France or the world generally would agree that this constituted the carrying out of the principles agreed on in an orderly fashion, and free from threat of force. In the event of German troops moving into the Sudeten areas the Czech Government, would have no option but to order their forces to resist, and this would mean the destruction of the basis upon which Herr Hitler and himself had agreed to work, namely, an orderly settlement of the question rather than one by the use of force.  It had been agreed in principle that the Sudeten German areas were to join the Reich, and the maintenance of law and order pending final settlement of arrangements for the transfer could surely be secured other than by their occupation by German troops. The maintenance of order might for instance be entrusted to the Sudeten Germans themselves.In his reply, Document D in the file tabled, to this letter, Herr Hitler continued to insist upon the immediate occupation of the Sudeten areas by German troops. He stated that the idea, of being able to entrust to the Sudeten Germans alone the maintenance of order was practically impossible. In consequence of the obstacles put in the way of political organization in the Sudeten areas in the course of the last decade and particularly in recent times, it was impossible for the German Reich to refrain from giving immediate protection to this territory. If the proposals that, these territories were to belong to Germany were sincerely accepted, there was no ground to postpone the transference of the territories. He concluded by saying that if Germany should find it impossible do have the potential rights of Germans in Czechoslovakia accepted by way of negotiation, it was determined to exhaust the other possibilities which would then alone remain open to it.Mr. Chamberlain, in Document E. replied to this letter to the effect that he would put the German proposals to the Czech Government, and he requested Herr Hitler to let him have a memorandum setting out the proposals, together with a map showing the areas proposed to be transferred. On the same day Herr Hitler submitted a memorandum, Document F, for the immediate and final solution of the Sudeten problem, which he said was his last word. A map, which has not yet been received by the Commonwealth Government, was attached to this memorandum, and on this the areas to be occupied by German troops andevacuated by the Czechs were designated.The Commonwealth Government has been informed by the British Government that these include territory which has only 20 per cent. of Germans, and it is therefore clear that these proposals envisage the military occupation by Germany of a far greater area of Czechoslovakia than that proposed by Herr Hitler on the preceding day.The main points of the proposals were as follows: -Herr Hitler considered that the separation of the Sudeten areas agreed to by Czechoslovakia should be effected without any delay.Under the German proposals certain districts to be defined, which had a preponderant German majority would not be subject to a. plebiscite, but certain other areas would be so subject.The German plan provided for the withdrawal of the whole Czech armed force? and Government officials from certain areas and stipulated that these areas should be handed over to Germany on 1st October, and that the areas were to be transferred without destroying or rendering unusable in any way any military works or industrial plant. The Czechoslovak Government was to discharge at once all the Sudeten Germans serving in the military forces or police anywhere in the Czechoslovak State territory and permit them to return home. It was also to liberate all political prisoners of German race.The German Government for its part agreed to permit a plebiscite to take place in certain areas which would be more definitely defined before at latest 25th November under the control of an International Commission. A simple majority of all eligible male and female voters would determine the desire of the population to belong either to the German Reich or the Czechoslovak State. During the plebiscite both parties would withdraw their military forces out of the areas in question.The German proposals were at once communicated to the Czech Government and its reply, Document G, was received on the 25th September. The Czech Go- vernmentpointedoutthattheCzech people had showngreat self-restraint. It had only agreed to the Anglo-French plan for ceding parts of Czechoslovakia under the most severe pressure but this had been accepted because it was understood that it was the end of the demands to be made on the State, following on Anglo-French pressure.It was also understood that these two, Powers would accept the responsibility for the reduced frontiers and would guarantee Czechoslovakia in the event of her being the object of aggression. The German proposals were a de facto ultimatum of the sort usually presented to a vanquished nation, and not a proposition to a foreign State which had shown the greatest possible readiness to make sacrifices for the appeasement of Europe. The proposals went far beyond the Anglo-French plan and deprived Czechoslovakia of every safeguard for its national existence. Large proportions of carefully prepared defences would have to be yielded to Germany and the whole process of moving the population was to be reduced to panic flight on the part of those who would not accept the German Nazi regime. The German demands in -their present form were absolutely and unconditionally unacceptable to the Czech Government and it relied on the two great Western democracies whose wishes it had followed against its own judgment to stand by it in its hour of trial.On the following day the Czech Government in answer to an inquiry by the British Government intimated, in document H, that it would be ready to take part in an International Conference where Germany and Czechoslovakia, amongst other nations, would be represented to find a different method of settling the Sudeten German question from that expounded, in Herr Hitlers proposals, keeping in mind the possibility of reverting to the Anglo-French plan.As honorable members are aware, Sir Horace Wilson, the Chief Industrial Adviser to the British Government, left for Germany on the 26th September with a personal communication from Mr. Chamberlain to Herr Hitler which is Document I in the file. Mr. Chamberlain stated that he bad transmitted to the Czech Government the text of the German proposals. The Czech Government now informed him th:*t. while they adhered to the acceptance of the proposals for the transfer of the Sudeten German areas on the lines suggested in the Anglo-French plan, they regarded as unfavorable the proposal for the immediate evacuation of the areas and their immediate occupation by German troops, this process to take place before the terms of cession had been negotiated or even discussed.Mr. Chamberlain reminded Herr Hitler that an attempt to occupy forthwith by German troops areas which would become part of the Reich at once in principle and very shortly afterwards by formal delimitation would be condemned as an unnecessary display of force, and that, in his opinion, if German troops moved into the areas which had been proposed, the Czech Government would resist and! this would mean the destruction of the agreed basis upon which Herr Hitler and himself had agreed to work, namely, an orderly settlement of the question rather than a settlement by the use of force. If Czechoslovakia were to agree to the German proposals, she would be deprived of every safeguard for her national existence and her national and economic independence would automatically dis appear with the acceptance of the German plan. He addressed this message to Herr Hitler on the assumption that they were both in complete agreement as to the imperative necessity to maintain the peace of Europe. The Czech Government had adhered to their acceptance of the proposals for the transfer of the Sudeten areas and there could be no question of Germany finding it impossible to obtain the clear rights of Germans in Czechoslovakia by way of negotiation.In conclusion, Mr. Chamberlain said that a settlement by negotiation remained possible, and that with a clear recollection of the conversations which he had had with Herr Hitler and an equally clear appreciation of the consequences which must follow the abandonment of negotiations and the substitution of force, he asked Herr Hitler to agree that the representatives of Germany should meet representatives of the Czech Government to discuss the immediate situation with a view to settling by agreement a way in which the territory was to be handed over. Mr. Chamberlain was convinced that these discussions could be completed in a very short time, and that if the German and Czech Governments desired so, he was willing to arrange for representatives of the British Government to be at the discussions.The Commonwealth Government has now received a copy of Herr Hitlers reply - Document marked J - to Mr. Chamberlains letter, in which his determination to occupy the Sudetan areas with German troops is maintained.Notwithstanding this unfavorable reply, Mr. Chamberlain has sent to Herr Hitler a note making further proposals, to which an answer is now awaited.I am convinced that all honorable members will welcome the message addressed by the President of the United States of America to Mr. Chamberlain, Herr Hitler and President Benes. The general effect of the Presidents message was that the fabric of peace on the Continent of Europe, if not throughout the world, was in immediate danger and that the consequences of its rupture were incalculable. The supreme desire of the American people was to live in peace, but in the event of a general war it faced the fact that no nation could escape some of the consequences of such a world catastrophe. It was imperative that peoples everywhere should recall that every civilized nation of the world voluntarily assumed the solemn obligations of the Kellogg Pact of 192S to solve controversies only by pacific methods, and in addition most party nations were parties to other binding treaties placing them under an obligation to preserve peace. He was convinced that there was no problem so diflicult or so pressing for solution that could not be justly resolved by resort to reason rather than by resort to force during the present crisis.The Presidents message concluded as follows : -The people of the United States and their Government have earnestly hoped that the negotiations for the adjustment of the controversy which has nowarisen in Europe might reach a successful conclusion. So long as these negotiations continue so long will there remain the hope that reason and the spirit of equity may prevail and that the world may thereby escape the madness of a new resort to war. On behalf of the 130 millions of people of the United States of America and for the sake of humanity everywhere I most earnestly appeal to you not to break off negotiations. Looking to a peaceful, fair and constructive settlement of the questions at issueI earnestly repeat that so long as negotiations continue differences may be reconciled. Once they are broken off reason is banished and force asserts itself and force produces no solution for the future good of humanity.It will be seen from the whole of this statement that what the Government of Great Britain has been doing, with the support of the Government of Australia, has been to make every effort to preserve the worlds peace. This policy of peace was solemnly affirmed by the whole of the British nations at the Imperial Conference of 1937. It has been carried out to the letter. If war is to come to the world it will not come by reason of anything that any British nation has done or failed to do. Our hands are clean. We have done our best to keep the peace.We have no selfish interest to serve. Even as the clouds gather about us wo still hope that peace may be preserved.Documents. Referred to in Prime Ministers Statement.Anglo-French proposals. 19 th September, 1938.Letter of 21st September from Lord Runciman to Mr. Chamberlain.Mr. Chamberlains first letter of 23rd September.Herr Hitlers letter of 23rd September to Mr. Chamberlain.Mr. Chamberlains second letter of 23rd September, to Herr Hitler.Herr Hitlers memorandum of 23rd September.Main points of Czech Governments reply dated 25th September to German proposals.Letter of the 26th September from Czech Minister in London.Mr. Chamberlains letter of 26th September to Herr Hitler.Herr Hitlers reply of 27th September to Mr. Chamberlains letter of26th September.","Czechoslovakia","INTERNATIONAL RELATIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/speech/continue[2]/talk.start/para","N/A","N/A"
5,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Lord Runcimans Letter to Mr. Chamberlain. 21st September, 193S.","N/A","B","/hansard/chamber.xscript/debate[3]/para[1]","N/A","N/A"
6,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","When I undertook the task of mediation in .the controversy between the Czechoslovak Government and the Sudeten Germans party, I was, of course, left perfectly free to obtain my own information and to draw my own conclusions. I was under no obligation to issue any kind of a. report. In the circumstances, however, it may be of assistance to you to have the final views which I have formed as a result of my mission and certain suggestions which I believe should be taken into consideration if anything like a permanent solution is to he found.","N/A","B","/hansard/chamber.xscript/debate[3]/para[2]","N/A","N/A"
7,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","The problem of social and economic relations between the Teutonic and Slav races in an area which is now called Czechoslovakia is one which has existed for many centuries with periods of acute struggles and periods of comparative peace. It is no new problem, and in its present stage .there are at the same time new factors and also old factors which would have to be considered in any detailed review.","N/A","B","/hansard/chamber.xscript/debate[3]/para[3]","N/A","N/A"
8,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","When I arrived in Prague at the beginning of August, the questions which immediately confronted mc were : -","N/A","B","/hansard/chamber.xscript/debate[3]/para[4]","N/A","N/A"
9,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Constitutional;","N/A","B","/hansard/chamber.xscript/debate[3]/list[1]/item[1]/para","N/A","N/A"
10,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","political; and","N/A","B","/hansard/chamber.xscript/debate[3]/list[1]/item[2]/para","N/A","N/A"
