date	xml_link	pdf_link	file
31-07-1912	https://parlinfo.aph.gov.au//parlInfo/download/hansard80/hansardr80/1912-07-31/toc_unixml/19120731_reps_4_64_v7.xml;fileType=text%2Fxml	https://parlinfo.aph.gov.au//parlInfo/download/hansard80/hansardr80/1912-07-31/toc_pdf/19120731_reps_4_64.pdf;fileType=application%2Fpdf#search=%22hansard80/hansardr80/1912-07-31/0031%22	Id%3A%22hansard80%2Fhansardr80%2F1912-07-31%2F0031%22.html
01-08-1912	https://parlinfo.aph.gov.au//parlInfo/download/hansard80/hansardr80/1912-08-01/toc_unixml/19120801_reps_4_65_v7.xml;fileType=text%2Fxml	https://parlinfo.aph.gov.au//parlInfo/download/hansard80/hansardr80/1912-08-01/toc_pdf/19120801_reps_4_65.pdf;fileType=application%2Fpdf#search=%22hansard80/hansardr80/1912-08-01/0045%22	Id%3A%22hansard80%2Fhansardr80%2F1912-08-01%2F0045%22.html
02-08-1912	https://parlinfo.aph.gov.au//parlInfo/download/hansard80/hansardr80/1912-08-02/toc_unixml/19120802_reps_4_65_v7.xml;fileType=text%2Fxml	https://parlinfo.aph.gov.au//parlInfo/download/hansard80/hansardr80/1912-08-02/toc_pdf/19120802_reps_4_65.pdf;fileType=application%2Fpdf#search=%22hansard80/hansardr80/1912-08-02/0030%22	Id%3A%22hansard80%2Fhansardr80%2F1912-08-02%2F0030%22.html
06-08-1912	https://parlinfo.aph.gov.au//parlInfo/download/hansard80/hansardr80/1912-08-06/toc_unixml/19120806_reps_4_65_v7.xml;fileType=text%2Fxml	https://parlinfo.aph.gov.au//parlInfo/download/hansard80/hansardr80/1912-08-06/toc_pdf/19120806_reps_4_65.pdf;fileType=application%2Fpdf#search=%22hansard80/hansardr80/1912-08-06/0042%22	Id%3A%22hansard80%2Fhansardr80%2F1912-08-06%2F0042%22.html
07-08-1912	https://parlinfo.aph.gov.au//parlInfo/download/hansard80/hansardr80/1912-08-07/toc_unixml/19120807_reps_4_65_v8.xml;fileType=text%2Fxml	https://parlinfo.aph.gov.au//parlInfo/download/hansard80/hansardr80/1912-08-07/toc_pdf/19120807_reps_4_65.pdf;fileType=application%2Fpdf#search=%22hansard80/hansardr80/1912-08-07/0049%22	Id%3A%22hansard80%2Fhansardr80%2F1912-08-07%2F0049%22.html
08-08-1912	https://parlinfo.aph.gov.au//parlInfo/download/hansard80/hansardr80/1912-08-08/toc_unixml/19120808_reps_4_65_v8.xml;fileType=text%2Fxml	https://parlinfo.aph.gov.au//parlInfo/download/hansard80/hansardr80/1912-08-08/toc_pdf/19120808_reps_4_65.pdf;fileType=application%2Fpdf#search=%22hansard80/hansardr80/1912-08-08/0067%22	Id%3A%22hansard80%2Fhansardr80%2F1912-08-08%2F0067%22.html
09-08-1912	https://parlinfo.aph.gov.au//parlInfo/download/hansard80/hansardr80/1912-08-09/toc_unixml/19120809_reps_4_65_v6.xml;fileType=text%2Fxml	https://parlinfo.aph.gov.au//parlInfo/download/hansard80/hansardr80/1912-08-09/toc_pdf/19120809_reps_4_65.pdf;fileType=application%2Fpdf#search=%22hansard80/hansardr80/1912-08-09/0066%22	Id%3A%22hansard80%2Fhansardr80%2F1912-08-09%2F0066%22.html
13-08-1912	https://parlinfo.aph.gov.au//parlInfo/download/hansard80/hansardr80/1912-08-13/toc_unixml/19120813_reps_4_65_v9.xml;fileType=text%2Fxml	https://parlinfo.aph.gov.au//parlInfo/download/hansard80/hansardr80/1912-08-13/toc_pdf/19120813_reps_4_65.pdf;fileType=application%2Fpdf#search=%22hansard80/hansardr80/1912-08-13/0061%22	Id%3A%22hansard80%2Fhansardr80%2F1912-08-13%2F0061%22.html
13-08-1912	https://parlinfo.aph.gov.au//parlInfo/download/hansard80/hansardr80/1912-08-13/toc_unixml/19120813_reps_4_65_v9.xml;fileType=text%2Fxml	https://parlinfo.aph.gov.au//parlInfo/download/hansard80/hansardr80/1912-08-13/toc_pdf/19120813_reps_4_65.pdf;fileType=application%2Fpdf#search=%22hansard80/hansardr80/1912-08-13/0094%22	Id%3A%22hansard80%2Fhansardr80%2F1912-08-13%2F0094%22.html
13-08-1912	https://parlinfo.aph.gov.au//parlInfo/download/hansard80/hansardr80/1912-08-13/toc_unixml/19120813_reps_4_65_v9.xml;fileType=text%2Fxml	https://parlinfo.aph.gov.au//parlInfo/download/hansard80/hansardr80/1912-08-13/toc_pdf/19120813_reps_4_65.pdf;fileType=application%2Fpdf#search=%22hansard80/hansardr80/1912-08-13/0125%22	Id%3A%22hansard80%2Fhansardr80%2F1912-08-13%2F0125%22.html
13-08-1912	https://parlinfo.aph.gov.au//parlInfo/download/hansard80/hansardr80/1912-08-13/toc_unixml/19120813_reps_4_65_v9.xml;fileType=text%2Fxml	https://parlinfo.aph.gov.au//parlInfo/download/hansard80/hansardr80/1912-08-13/toc_pdf/19120813_reps_4_65.pdf;fileType=application%2Fpdf#search=%22hansard80/hansardr80/1912-08-13/0208%22	Id%3A%22hansard80%2Fhansardr80%2F1912-08-13%2F0208%22.html
13-08-1912	https://parlinfo.aph.gov.au//parlInfo/download/hansard80/hansardr80/1912-08-13/toc_unixml/19120813_reps_4_65_v9.xml;fileType=text%2Fxml	https://parlinfo.aph.gov.au//parlInfo/download/hansard80/hansardr80/1912-08-13/toc_pdf/19120813_reps_4_65.pdf;fileType=application%2Fpdf#search=%22hansard80/hansardr80/1912-08-13/0264%22	Id%3A%22hansard80%2Fhansardr80%2F1912-08-13%2F0264%22.html
